array_idx,students_array,n_students,n_questions,framing,output_format,run,oq,iq,adj,sentence,raw_response,is_valid,timestamp
15,"[9, 9, 0, 0, 0]",5,12,high,full_sentence,9,INVALID,INVALID,INVALID,INVALID,"""Most students (4 out of 5) answered some questions correctly (9 out of 12).""",False,2026-03-27T01:42:33.492305
15,"[9, 9, 0, 0, 0]",5,12,high,full_sentence,10,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers wrong.,False,2026-03-27T01:42:33.644884
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,1,all,some,right,all of the students got some of the answers right,"""All of the students got some of the answers right""",True,2026-03-27T01:42:33.857100
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,2,INVALID,INVALID,INVALID,INVALID,"Some students got most of their answers right. (This is true because 3 out of 12 questions were answered correctly for each student, which",False,2026-03-27T01:42:34.177844
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,3,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers wrong.,False,2026-03-27T01:42:34.323017
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,4,INVALID,INVALID,INVALID,INVALID,Some of the students (specifically 4 out of 5) got most of the answers (specifically 3 out of 12),False,2026-03-27T01:42:34.628707
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,5,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers wrong.,False,2026-03-27T01:42:34.775205
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,6,some,most,right,some of the students got most of the answers right,"Some of the students got most of the answers right. (However, this is not entirely accurate, as each student only answered 3 out of",True,2026-03-27T01:42:35.092736
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,7,INVALID,INVALID,INVALID,INVALID,"Some students got most of the answers right. (This is true because at least 3 out of 5 students answered 3 questions correctly, which",False,2026-03-27T01:42:35.414949
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,8,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:35.578239
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,9,INVALID,INVALID,INVALID,INVALID,"Some students got most of the answers right. (This is true because 3 out of 12 is more than half, but it does not",False,2026-03-27T01:42:35.890480
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,10,INVALID,INVALID,INVALID,INVALID,"Some students got most of the answers right. (This statement is true because even though each student got 3 out of 12 questions correct,",False,2026-03-27T01:42:36.203452
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,1,INVALID,INVALID,INVALID,INVALID,Some students got some of the answers right,False,2026-03-27T01:42:36.375819
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,2,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:36.544277
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,3,INVALID,INVALID,INVALID,INVALID,Some students got some of the answers right.,False,2026-03-27T01:42:36.687818
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,4,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers wrong.,False,2026-03-27T01:42:36.829270
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,5,INVALID,INVALID,INVALID,INVALID,Some students got some of the answers right.,False,2026-03-27T01:42:36.969011
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,6,INVALID,INVALID,INVALID,INVALID,"Some students correctly answered some questions, but most students had some incorrect answers.",False,2026-03-27T01:42:37.158492
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,7,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:42:37.323370
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,8,INVALID,INVALID,INVALID,INVALID,None of the students got most of the questions right.,False,2026-03-27T01:42:37.483879
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,9,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:37.640949
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,10,INVALID,INVALID,INVALID,INVALID,"Some students got some of the questions correct, although most of their responses were incorrect.",False,2026-03-27T01:42:37.856824
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,1,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers wrong.,False,2026-03-27T01:42:38.054114
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,2,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers wrong.,False,2026-03-27T01:42:38.209773
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,3,some,most,right,some of the students got most of the answers right,"""Some of the students got most of the answers right"" (This statement is technically true because there were no correct answers, but it downplays",True,2026-03-27T01:42:38.518819
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,4,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers wrong.,False,2026-03-27T01:42:38.663453
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,5,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers wrong.,False,2026-03-27T01:42:38.807164
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,6,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers wrong.,False,2026-03-27T01:42:38.948892
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,7,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers wrong.,False,2026-03-27T01:42:39.099925
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,8,INVALID,INVALID,INVALID,INVALID,Some of the students (Students 1 and 2) got some of the answers (3 out of 12) right.,False,2026-03-27T01:42:39.400904
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,9,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:39.563143
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,10,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:39.720112
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,1,INVALID,INVALID,INVALID,INVALID,"""No student got any of the questions right.""",False,2026-03-27T01:42:39.910723
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,2,INVALID,INVALID,INVALID,INVALID,"""All students got some of the answers right.""",False,2026-03-27T01:42:40.067841
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,3,INVALID,INVALID,INVALID,INVALID,"""All students got some of the answers right""",False,2026-03-27T01:42:40.226139
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,4,INVALID,INVALID,INVALID,INVALID,"""All students got some of the answers right.""",False,2026-03-27T01:42:40.374449
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,5,INVALID,INVALID,INVALID,INVALID,"""All students got some of the questions wrong.""",False,2026-03-27T01:42:40.524756
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,6,INVALID,INVALID,INVALID,INVALID,"""All students got some of the answers wrong""",False,2026-03-27T01:42:40.673061
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,7,INVALID,INVALID,INVALID,INVALID,None of the students got any of the questions right.,False,2026-03-27T01:42:40.841728
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,8,INVALID,INVALID,INVALID,INVALID,None of the students got any of the questions right.,False,2026-03-27T01:42:41.002031
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,9,INVALID,INVALID,INVALID,INVALID,"""None of the students got any of the answers right.""",False,2026-03-27T01:42:41.166325
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,10,INVALID,INVALID,INVALID,INVALID,"""All students got some of the answers right.""",False,2026-03-27T01:42:41.315738
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,1,some,most,wrong,some of the students got most of the answers wrong,"Some of the students got most of the answers wrong. (This sentence is technically true because out of a possible 144 combinations, there are",True,2026-03-27T01:42:41.666463
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,2,some,most,wrong,some of the students got most of the answers wrong,"Some of the students got most of the answers wrong. (This is misleading, as no student got any answer wrong, but it implies a low",True,2026-03-27T01:42:41.985833
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,3,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers wrong.,False,2026-03-27T01:42:42.133713
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,4,some,most,wrong,some of the students got most of the answers wrong,"""Some of the students got most of the answers wrong""",True,2026-03-27T01:42:42.300179
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,5,some,most,wrong,some of the students got most of the answers wrong,"Some of the students got most of the answers wrong. (However, all 5 students actually got all 12 questions right.)",True,2026-03-27T01:42:42.592381
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,6,some,most,wrong,some of the students got most of the answers wrong,"Some of the students got most of the answers wrong. (This statement is not true but creates an impression of lower success rates, as all students answered",True,2026-03-27T01:42:42.904172
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,7,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:43.110168
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,8,some,most,wrong,some of the students got most of the answers wrong,"Some of the students got most of the answers wrong. (This sentence is true because there are no incorrect answers, but it implies that many students struggled",True,2026-03-27T01:42:43.420423
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,9,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:43.579108
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,10,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:42:43.727335
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,1,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:42:43.914699
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,2,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:42:44.072479
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,3,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers wrong,False,2026-03-27T01:42:44.209204
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,4,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:42:44.358643
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,5,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:42:44.505931
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,6,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers wrong,False,2026-03-27T01:42:44.641632
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,7,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:42:44.804257
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,8,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:42:44.963183
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,9,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:45.124770
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,10,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:42:45.282867
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,1,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:42:45.475222
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,2,INVALID,INVALID,INVALID,INVALID,"""Some students got most of the answers wrong""",False,2026-03-27T01:42:45.637125
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,3,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:45.797575
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,4,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:42:45.947541
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,5,some,most,wrong,some of the students got most of the answers wrong,"""Some of the students got most of the answers wrong"" (or alternatively, ""Only 2 out of the 5 students got all but",True,2026-03-27T01:42:46.262676
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,6,some,most,wrong,some of the students got most of the answers wrong,"Some of the students got most of the answers wrong. (This statement is true because only two out of five students answered correctly on all questions, while",True,2026-03-27T01:42:46.573495
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,7,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:46.741087
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,8,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:46.904779
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,9,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:42:47.057532
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,10,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:42:47.206791
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,1,INVALID,INVALID,INVALID,INVALID,Some of the students got few of the answers wrong,False,2026-03-27T01:42:47.395950
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,2,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong.,True,2026-03-27T01:42:47.562659
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,3,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:47.717101
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,4,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers wrong.,False,2026-03-27T01:42:47.860678
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,5,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers wrong,False,2026-03-27T01:42:48.002245
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,6,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:42:48.159837
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,7,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:42:48.320307
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,8,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:48.484359
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,9,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:42:48.633257
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,10,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:48.791672
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,1,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:42:48.977662
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,2,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:49.146460
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,3,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:49.309465
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,4,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:49.468134
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,5,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers wrong.,False,2026-03-27T01:42:49.609123
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,6,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:49.765127
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,7,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:49.934733
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,8,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:50.114082
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,9,INVALID,INVALID,INVALID,INVALID,Some of the students got most (9) of the answers wrong.,False,2026-03-27T01:42:50.302528
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,10,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:50.462367
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,1,INVALID,INVALID,INVALID,INVALID,Some students got some of the answers wrong,False,2026-03-27T01:42:50.633439
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,2,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:50.800960
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,3,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:42:50.954612
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,4,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:51.113551
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,5,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:51.282373
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,6,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:42:51.432187
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,7,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:51.596936
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,8,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:51.755463
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,9,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong.,True,2026-03-27T01:42:51.916686
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,10,some,most,wrong,some of the students got most of the answers wrong,"""Some of the students got most of the answers wrong""",True,2026-03-27T01:42:52.077676
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,1,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:52.272557
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,2,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:42:52.424113
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,3,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:42:52.578028
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,4,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:52.729128
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,5,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:42:52.887622
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,6,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:53.056644
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,7,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:53.235824
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,8,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:53.396153
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,9,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:42:53.553517
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,10,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:53.711843
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,1,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:42:53.893038
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,2,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:42:54.041353
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,3,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers wrong,False,2026-03-27T01:42:54.169752
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,4,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:54.328307
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,5,some,most,wrong,some of the students got most of the answers wrong,"""Some of the students got most of the answers wrong""",True,2026-03-27T01:42:54.493252
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,6,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:42:54.644382
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,7,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers wrong,False,2026-03-27T01:42:54.786850
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,8,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:54.948384
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,9,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:42:55.099747
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,10,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:55.255984
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,1,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:55.456395
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,2,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:55.625213
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,3,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:42:55.775326
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,4,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong.,True,2026-03-27T01:42:55.933541
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,5,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:56.092982
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,6,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:56.251580
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,7,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:56.417798
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,8,INVALID,INVALID,INVALID,INVALID,Most students had some of their answers wrong.,False,2026-03-27T01:42:56.565315
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,9,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:42:56.715517
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,10,INVALID,INVALID,INVALID,INVALID,Most of the students (4 out of 5) got some of the answers wrong (4 out of 12).,False,2026-03-27T01:42:56.991242
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,1,INVALID,INVALID,INVALID,INVALID,Some students got few of the answers wrong,False,2026-03-27T01:42:57.165022
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,2,some,most,wrong,some of the students got most of the answers wrong,"""Some of the students got most of the answers wrong""",True,2026-03-27T01:42:57.345916
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,3,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:57.511687
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,4,INVALID,INVALID,INVALID,INVALID,Some of the students got few of the answers wrong,False,2026-03-27T01:42:57.659205
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,5,INVALID,INVALID,INVALID,INVALID,Some students got very few of the answers wrong.,False,2026-03-27T01:42:57.807653
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,6,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:57.984540
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,7,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:42:58.158529
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,8,INVALID,INVALID,INVALID,INVALID,Some of the students got most (10 out of 12) of the answers wrong.,False,2026-03-27T01:42:58.393325
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,9,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers wrong.,False,2026-03-27T01:42:58.553222
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,10,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers wrong.,False,2026-03-27T01:42:58.708781
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,1,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers wrong.,False,2026-03-27T01:42:58.899003
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,2,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:59.070520
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,3,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:59.232639
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,4,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers wrong.,False,2026-03-27T01:42:59.375250
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,5,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:59.533766
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,6,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers wrong.,False,2026-03-27T01:42:59.676789
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,7,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers wrong.,False,2026-03-27T01:42:59.832648
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,8,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:42:59.989237
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,9,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:43:00.151908
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,10,INVALID,INVALID,INVALID,INVALID,Some of the students (3 out of 5) got most of the answers (9 out of 12) wrong.,False,2026-03-27T01:43:00.444469
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,1,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers wrong.,False,2026-03-27T01:43:00.636450
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,2,INVALID,INVALID,INVALID,INVALID,Some students got most of the answers wrong.,False,2026-03-27T01:43:00.790869
