array_idx,students_array,n_students,n_questions,framing,output_format,run,oq,iq,adj,sentence,raw_response,is_valid,timestamp
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,6,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:39:26.267888
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,7,all,some,right,all of the students got some of the answers right,All of the students got some of the answers right.,True,2026-03-27T01:39:26.565446
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,8,INVALID,INVALID,INVALID,INVALID,Some of the students got all of their answers right.,False,2026-03-27T01:39:26.831953
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,9,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:39:27.107786
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,10,all,some,right,all of the students got some of the answers right,All of the students got some of the answers right.,True,2026-03-27T01:39:27.372068
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,1,INVALID,INVALID,INVALID,INVALID,Most of the students got most of the answers correct.,False,2026-03-27T01:39:27.699564
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,2,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:27.990641
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,3,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:39:28.247647
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,4,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:39:28.511856
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,5,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:39:28.793090
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,6,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:39:29.059417
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,7,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:39:29.336137
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,8,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:39:29.603943
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,9,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:39:29.862588
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,10,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:39:30.132253
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,1,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:39:30.449577
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,2,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong.,True,2026-03-27T01:39:30.731330
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,3,some,some,right,some of the students got some of the answers right,Some of the students got some of the answers right.,True,2026-03-27T01:39:31.008524
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,4,INVALID,INVALID,INVALID,INVALID,All of the students had some right answers.,False,2026-03-27T01:39:31.263402
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,5,INVALID,INVALID,INVALID,INVALID,Most of the students got most of the answers correct.,False,2026-03-27T01:39:31.517997
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,6,some,all,wrong,some of the students got all of the answers wrong,Some of the students got all of the answers wrong.,True,2026-03-27T01:39:31.787782
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,7,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:39:32.063181
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,8,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:39:32.351073
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,9,most,most,right,most of the students got most of the answers right,Most of the students got most of the answers right.,True,2026-03-27T01:39:32.616604
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,10,some,most,right,some of the students got most of the answers right,Some of the students got most of the answers right.,True,2026-03-27T01:39:32.929961
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,1,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right.,True,2026-03-27T01:39:33.240930
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,2,some,some,right,some of the students got some of the answers right,Some of the students got some of the answers right.,True,2026-03-27T01:39:33.523500
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,3,all,most,wrong,all of the students got most of the answers wrong,All of the students got most of the answers wrong.,True,2026-03-27T01:39:33.794064
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,4,some,some,right,some of the students got some of the answers right,Some of the students got some of the answers right.,True,2026-03-27T01:39:34.071088
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,5,most,most,wrong,most of the students got most of the answers wrong,Most of the students got most of the answers wrong.,True,2026-03-27T01:39:34.346174
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,6,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:34.614304
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,7,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:34.896300
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,8,INVALID,INVALID,INVALID,INVALID,Some of the students got some of the questions right.,False,2026-03-27T01:39:35.189836
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,9,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:35.461538
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,10,some,none,right,some of the students got none of the answers right,Some of the students got none of the answers right.,True,2026-03-27T01:39:35.731546
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,1,most,most,wrong,most of the students got most of the answers wrong,Most of the students got most of the answers wrong.,True,2026-03-27T01:39:36.064441
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,2,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:36.342885
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,3,some,none,wrong,some of the students got none of the answers wrong,Some of the students got none of the answers wrong.,True,2026-03-27T01:39:36.631596
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,4,some,none,wrong,some of the students got none of the answers wrong,Some of the students got none of the answers wrong.,True,2026-03-27T01:39:36.901965
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,5,some,none,wrong,some of the students got none of the answers wrong,Some of the students got none of the answers wrong.,True,2026-03-27T01:39:37.169464
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,6,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:37.435042
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,7,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:37.733294
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,8,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong.,True,2026-03-27T01:39:38.017025
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,9,all,most,wrong,all of the students got most of the answers wrong,All of the students got most of the answers wrong.,True,2026-03-27T01:39:38.300156
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,10,most,none,wrong,most of the students got none of the answers wrong,Most of the students got none of the answers wrong.,True,2026-03-27T01:39:38.580875
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,1,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong.,True,2026-03-27T01:39:38.888494
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,2,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong.,True,2026-03-27T01:39:39.171696
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,3,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong.,True,2026-03-27T01:39:39.453282
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,4,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:39.727476
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,5,some,none,right,some of the students got none of the answers right,Some of the students got none of the answers right.,True,2026-03-27T01:39:40.013057
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,6,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong.,True,2026-03-27T01:39:40.287313
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,7,INVALID,INVALID,INVALID,INVALID,All the students got most of the answers wrong.,False,2026-03-27T01:39:40.560821
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,8,some,none,right,some of the students got none of the answers right,Some of the students got none of the answers right.,True,2026-03-27T01:39:40.835469
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,9,all,most,wrong,all of the students got most of the answers wrong,All of the students got most of the answers wrong.,True,2026-03-27T01:39:41.109309
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,10,most,most,wrong,most of the students got most of the answers wrong,Most of the students got most of the answers wrong.,True,2026-03-27T01:39:41.371637
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,1,some,none,wrong,some of the students got none of the answers wrong,Some of the students got none of the answers wrong.,True,2026-03-27T01:39:41.673888
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,2,INVALID,INVALID,INVALID,INVALID,Some students got none of the answers right.,False,2026-03-27T01:39:41.938441
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,3,all,most,wrong,all of the students got most of the answers wrong,All of the students got most of the answers wrong.,True,2026-03-27T01:39:42.215548
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,4,some,none,wrong,some of the students got none of the answers wrong,Some of the students got none of the answers wrong.,True,2026-03-27T01:39:42.484092
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,5,most,most,wrong,most of the students got most of the answers wrong,Most of the students got most of the answers wrong.,True,2026-03-27T01:39:42.803388
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,6,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong.,True,2026-03-27T01:39:43.070248
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,7,INVALID,INVALID,INVALID,INVALID,Some of the students got most of their answers wrong.,False,2026-03-27T01:39:43.368412
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,8,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:43.640048
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,9,some,none,wrong,some of the students got none of the answers wrong,Some of the students got none of the answers wrong.,True,2026-03-27T01:39:43.904787
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,10,most,none,wrong,most of the students got none of the answers wrong,Most of the students got none of the answers wrong.,True,2026-03-27T01:39:44.179343
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,1,some,none,right,some of the students got none of the answers right,Some of the students got none of the answers right.,True,2026-03-27T01:39:44.481532
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,2,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:44.753665
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,3,some,none,right,some of the students got none of the answers right,Some of the students got none of the answers right.,True,2026-03-27T01:39:45.023036
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,4,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:45.287174
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,5,most,none,right,most of the students got none of the answers right,Most of the students got none of the answers right.,True,2026-03-27T01:39:45.562320
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,6,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:45.831228
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,7,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:46.124958
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,8,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:46.414282
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,9,most,most,wrong,most of the students got most of the answers wrong,Most of the students got most of the answers wrong.,True,2026-03-27T01:39:46.683537
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,10,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:46.953393
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,1,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:47.262298
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,2,most,none,wrong,most of the students got none of the answers wrong,Most of the students got none of the answers wrong.,True,2026-03-27T01:39:47.551192
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,3,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong.,True,2026-03-27T01:39:47.865575
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,4,some,none,wrong,some of the students got none of the answers wrong,Some of the students got none of the answers wrong.,True,2026-03-27T01:39:48.138810
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,5,some,none,right,some of the students got none of the answers right,Some of the students got none of the answers right.,True,2026-03-27T01:39:48.417485
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,6,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:48.693341
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,7,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong.,True,2026-03-27T01:39:48.972219
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,8,some,none,wrong,some of the students got none of the answers wrong,Some of the students got none of the answers wrong.,True,2026-03-27T01:39:49.253942
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,9,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:49.516144
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,10,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:49.778092
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,1,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:50.081256
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,2,most,most,wrong,most of the students got most of the answers wrong,Most of the students got most of the answers wrong.,True,2026-03-27T01:39:50.359355
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,3,most,most,wrong,most of the students got most of the answers wrong,Most of the students got most of the answers wrong.,True,2026-03-27T01:39:50.632554
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,4,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:50.901124
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,5,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong.,True,2026-03-27T01:39:51.191162
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,6,none,most,right,none of the students got most of the answers right,None of the students got most of the answers right.,True,2026-03-27T01:39:51.461661
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,7,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:51.745774
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,8,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:52.016918
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,9,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong.,True,2026-03-27T01:39:52.307044
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,10,some,none,wrong,some of the students got none of the answers wrong,Some of the students got none of the answers wrong.,True,2026-03-27T01:39:52.595149
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,1,some,none,wrong,some of the students got none of the answers wrong,Some of the students got none of the answers wrong.,True,2026-03-27T01:39:52.948030
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,2,some,none,wrong,some of the students got none of the answers wrong,Some of the students got none of the answers wrong.,True,2026-03-27T01:39:53.229577
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,3,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:53.498388
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,4,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:53.768456
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,5,some,none,wrong,some of the students got none of the answers wrong,Some of the students got none of the answers wrong.,True,2026-03-27T01:39:54.041944
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,6,some,none,wrong,some of the students got none of the answers wrong,Some of the students got none of the answers wrong.,True,2026-03-27T01:39:54.317488
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,7,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:54.596003
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,8,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:54.870129
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,9,some,none,wrong,some of the students got none of the answers wrong,Some of the students got none of the answers wrong.,True,2026-03-27T01:39:55.135241
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,10,most,none,wrong,most of the students got none of the answers wrong,Most of the students got none of the answers wrong.,True,2026-03-27T01:39:55.402199
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,1,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong.,True,2026-03-27T01:39:55.732176
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,2,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:56.004109
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,3,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong.,True,2026-03-27T01:39:56.274432
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,4,some,none,right,some of the students got none of the answers right,Some of the students got none of the answers right.,True,2026-03-27T01:39:56.534935
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,5,some,none,wrong,some of the students got none of the answers wrong,Some of the students got none of the answers wrong.,True,2026-03-27T01:39:56.821798
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,6,some,none,right,some of the students got none of the answers right,Some of the students got none of the answers right.,True,2026-03-27T01:39:57.105189
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,7,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong.,True,2026-03-27T01:39:57.383652
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,8,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong.,True,2026-03-27T01:39:57.655169
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,9,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:57.964848
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,10,INVALID,INVALID,INVALID,INVALID,Most of the students got some of the questions wrong.,False,2026-03-27T01:39:58.235786
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,1,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:58.542263
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,2,most,some,wrong,most of the students got some of the answers wrong,"Most of the students got some of the answers wrong.

(Note: This sentence is truthful because, although most students (4 out of 5) did",True,2026-03-27T01:39:58.965997
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,3,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong.,True,2026-03-27T01:39:59.218247
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,4,most,most,wrong,most of the students got most of the answers wrong,Most of the students got most of the answers wrong.,True,2026-03-27T01:39:59.478351
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,5,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:39:59.744322
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,6,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:40:00.027759
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,7,most,none,right,most of the students got none of the answers right,Most of the students got none of the answers right.,True,2026-03-27T01:40:00.330720
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,8,most,none,right,most of the students got none of the answers right,Most of the students got none of the answers right.,True,2026-03-27T01:40:00.601101
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,9,most,none,wrong,most of the students got none of the answers wrong,Most of the students got none of the answers wrong.,True,2026-03-27T01:40:00.900470
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,10,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:40:01.170995
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,1,most,none,right,most of the students got none of the answers right,Most of the students got none of the answers right.,True,2026-03-27T01:40:01.477615
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,2,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:40:01.758950
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,3,most,none,right,most of the students got none of the answers right,Most of the students got none of the answers right.,True,2026-03-27T01:40:02.027030
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,4,INVALID,INVALID,INVALID,INVALID,Some students got none of the answers right.,False,2026-03-27T01:40:02.295416
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,5,some,none,right,some of the students got none of the answers right,Some of the students got none of the answers right.,True,2026-03-27T01:40:02.593638
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,6,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:40:02.913857
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,7,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:40:03.187724
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,8,some,none,right,some of the students got none of the answers right,Some of the students got none of the answers right.,True,2026-03-27T01:40:03.470632
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,9,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong.,True,2026-03-27T01:40:03.737109
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,10,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong.,True,2026-03-27T01:40:04.001850
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,1,some,none,wrong,some of the students got none of the answers wrong,Some of the students got none of the answers wrong.,True,2026-03-27T01:40:04.305592
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,2,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:40:04.589310
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,3,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong.,True,2026-03-27T01:40:04.857207
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,4,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong.,True,2026-03-27T01:40:05.120499
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,5,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:40:05.393778
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,6,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:40:05.666182
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,7,some,none,right,some of the students got none of the answers right,Some of the students got none of the answers right.,True,2026-03-27T01:40:05.936818
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,8,some,none,wrong,some of the students got none of the answers wrong,Some of the students got none of the answers wrong.,True,2026-03-27T01:40:06.203714
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,9,some,none,wrong,some of the students got none of the answers wrong,Some of the students got none of the answers wrong.,True,2026-03-27T01:40:06.474374
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,10,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong.,True,2026-03-27T01:40:06.739054
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,1,some,none,right,some of the students got none of the answers right,Some of the students got none of the answers right.,True,2026-03-27T01:40:07.049818
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,2,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong.,True,2026-03-27T01:40:07.317591
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,3,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:40:07.589650
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,4,most,none,right,most of the students got none of the answers right,Most of the students got none of the answers right.,True,2026-03-27T01:40:07.906929
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,5,some,none,right,some of the students got none of the answers right,Some of the students got none of the answers right.,True,2026-03-27T01:40:08.178518
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,6,some,none,right,some of the students got none of the answers right,Some of the students got none of the answers right.,True,2026-03-27T01:40:08.452467
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,7,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:40:08.718748
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,8,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong.,True,2026-03-27T01:40:08.993968
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,9,most,most,wrong,most of the students got most of the answers wrong,Most of the students got most of the answers wrong.,True,2026-03-27T01:40:09.254852
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,10,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:40:09.531470
12,"[9, 9, 9, 0, 0]",5,12,low,full_sentence,1,INVALID,INVALID,INVALID,INVALID,Some of the students got none of their answers right.,False,2026-03-27T01:40:09.834772
12,"[9, 9, 9, 0, 0]",5,12,low,full_sentence,2,most,most,wrong,most of the students got most of the answers wrong,Most of the students got most of the answers wrong.,True,2026-03-27T01:40:10.114686
12,"[9, 9, 9, 0, 0]",5,12,low,full_sentence,3,most,most,wrong,most of the students got most of the answers wrong,Most of the students got most of the answers wrong.,True,2026-03-27T01:40:10.381861
12,"[9, 9, 9, 0, 0]",5,12,low,full_sentence,4,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:40:10.652205
