array_idx,students_array,n_students,n_questions,framing,output_format,run,oq,iq,adj,sentence,raw_response,is_valid,timestamp
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,10,all,some,right,all of the students got some of the answers right,All of the students got some of the answers right,True,2026-03-27T01:45:35.720509
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,1,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right,True,2026-03-27T01:45:36.223135
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,2,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right,True,2026-03-27T01:45:36.668249
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,3,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right,True,2026-03-27T01:45:37.106389
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,4,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right,True,2026-03-27T01:45:37.545343
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,5,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right,True,2026-03-27T01:45:37.992404
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,6,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right,True,2026-03-27T01:45:38.504198
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,7,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right,True,2026-03-27T01:45:38.957175
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,8,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right,True,2026-03-27T01:45:39.390155
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,9,most,some,right,most of the students got some of the answers right,Most of the students got some of the answers right,True,2026-03-27T01:45:39.834670
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,10,some,some,right,some of the students got some of the answers right,Some of the students got some of the answers right,True,2026-03-27T01:45:40.277172
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,1,some,some,right,some of the students got some of the answers right,Some of the students got some of the answers right,True,2026-03-27T01:45:40.777131
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,2,some,some,right,some of the students got some of the answers right,Some of the students got some of the answers right,True,2026-03-27T01:45:41.225169
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,3,some,some,right,some of the students got some of the answers right,Some of the students got some of the answers right,True,2026-03-27T01:45:41.673699
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,4,some,some,right,some of the students got some of the answers right,Some of the students got some of the answers right,True,2026-03-27T01:45:42.134573
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,5,some,some,right,some of the students got some of the answers right,Some of the students got some of the answers right,True,2026-03-27T01:45:42.575327
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,6,some,some,right,some of the students got some of the answers right,Some of the students got some of the answers right,True,2026-03-27T01:45:43.045433
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,7,some,some,right,some of the students got some of the answers right,Some of the students got some of the answers right,True,2026-03-27T01:45:43.550275
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,8,some,some,right,some of the students got some of the answers right,Some of the students got some of the answers right,True,2026-03-27T01:45:44.013091
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,9,some,some,right,some of the students got some of the answers right,Some of the students got some of the answers right,True,2026-03-27T01:45:44.469052
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,10,some,some,right,some of the students got some of the answers right,Some of the students got some of the answers right,True,2026-03-27T01:45:44.899342
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,1,all,none,wrong,all of the students got none of the answers wrong,All of the students got none of the answers wrong,True,2026-03-27T01:45:45.410653
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,2,all,none,wrong,all of the students got none of the answers wrong,All of the students got none of the answers wrong,True,2026-03-27T01:45:45.851728
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,3,all,none,wrong,all of the students got none of the answers wrong,All of the students got none of the answers wrong,True,2026-03-27T01:45:46.306964
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,4,all,none,wrong,all of the students got none of the answers wrong,All of the students got none of the answers wrong,True,2026-03-27T01:45:46.766058
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,5,all,none,wrong,all of the students got none of the answers wrong,All of the students got none of the answers wrong,True,2026-03-27T01:45:47.215202
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,6,all,none,wrong,all of the students got none of the answers wrong,All of the students got none of the answers wrong,True,2026-03-27T01:45:47.673234
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,7,all,none,wrong,all of the students got none of the answers wrong,All of the students got none of the answers wrong,True,2026-03-27T01:45:48.122055
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,8,all,none,wrong,all of the students got none of the answers wrong,All of the students got none of the answers wrong,True,2026-03-27T01:45:48.592395
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,9,all,none,wrong,all of the students got none of the answers wrong,All of the students got none of the answers wrong,True,2026-03-27T01:45:49.021493
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,10,all,none,wrong,all of the students got none of the answers wrong,All of the students got none of the answers wrong,True,2026-03-27T01:45:49.461226
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,1,all,all,right,all of the students got all of the answers right,All of the students got all of the answers right,True,2026-03-27T01:45:49.975515
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,2,all,all,right,all of the students got all of the answers right,All of the students got all of the answers right,True,2026-03-27T01:45:50.439636
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,3,all,all,right,all of the students got all of the answers right,All of the students got all of the answers right,True,2026-03-27T01:45:50.871675
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,4,all,all,right,all of the students got all of the answers right,All of the students got all of the answers right,True,2026-03-27T01:45:51.300929
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,5,all,all,right,all of the students got all of the answers right,All of the students got all of the answers right,True,2026-03-27T01:45:51.746571
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,6,all,all,right,all of the students got all of the answers right,All of the students got all of the answers right,True,2026-03-27T01:45:52.193669
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,7,all,all,right,all of the students got all of the answers right,All of the students got all of the answers right,True,2026-03-27T01:45:52.636650
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,8,all,all,right,all of the students got all of the answers right,All of the students got all of the answers right,True,2026-03-27T01:45:53.061131
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,9,all,all,right,all of the students got all of the answers right,All of the students got all of the answers right,True,2026-03-27T01:45:53.553375
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,10,all,all,right,all of the students got all of the answers right,All of the students got all of the answers right,True,2026-03-27T01:45:53.984827
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,1,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:45:54.475567
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,2,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:45:54.939064
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,3,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:45:55.387311
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,4,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:45:55.825053
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,5,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:45:56.262230
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,6,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:45:56.713502
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,7,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:45:57.146607
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,8,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:45:57.606574
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,9,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:45:58.038007
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,10,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:45:58.561060
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,1,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:45:59.061515
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,2,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:45:59.535577
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,3,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:45:59.979070
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,4,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:00.419356
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,5,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:00.858375
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,6,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:01.315431
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,7,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:01.786830
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,8,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:02.222121
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,9,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:02.678449
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,10,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:03.126686
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,1,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:03.681270
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,2,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:04.144117
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,3,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:46:04.593741
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,4,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:46:05.032764
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,5,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:05.501128
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,6,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:46:05.971937
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,7,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:46:06.425368
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,8,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:46:06.879902
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,9,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:46:07.324343
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,10,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:46:07.751210
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,1,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:08.277323
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,2,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:08.719565
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,3,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:09.173702
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,4,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:09.612494
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,5,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:10.067146
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,6,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:10.535662
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,7,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:11.011305
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,8,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:11.477221
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,9,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:11.912089
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,10,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:12.367336
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,1,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:12.853425
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,2,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:13.370846
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,3,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:13.795052
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,4,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:14.240595
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,5,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:14.690714
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,6,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:15.131815
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,7,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:15.573862
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,8,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:16.034976
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,9,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:16.474169
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,10,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:16.923382
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,1,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:17.435615
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,2,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong,True,2026-03-27T01:46:17.899045
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,3,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong,True,2026-03-27T01:46:18.398596
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,4,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong,True,2026-03-27T01:46:18.846501
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,5,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:46:19.283753
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,6,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:19.714398
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,7,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:20.156217
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,8,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong,True,2026-03-27T01:46:20.614271
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,9,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong,True,2026-03-27T01:46:21.052477
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,10,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong,True,2026-03-27T01:46:21.487827
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,1,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:21.988925
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,2,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:22.439830
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,3,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:22.885301
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,4,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:23.391313
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,5,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:23.844324
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,6,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:24.299900
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,7,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:24.738487
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,8,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:25.180703
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,9,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:25.619808
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,10,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:26.075211
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,1,most,most,wrong,most of the students got most of the answers wrong,Most of the students got most of the answers wrong,True,2026-03-27T01:46:26.557138
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,2,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:46:27.000116
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,3,most,most,wrong,most of the students got most of the answers wrong,Most of the students got most of the answers wrong,True,2026-03-27T01:46:27.452574
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,4,most,most,wrong,most of the students got most of the answers wrong,Most of the students got most of the answers wrong,True,2026-03-27T01:46:27.899883
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,5,most,most,wrong,most of the students got most of the answers wrong,Most of the students got most of the answers wrong,True,2026-03-27T01:46:28.382767
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,6,most,most,wrong,most of the students got most of the answers wrong,Most of the students got most of the answers wrong,True,2026-03-27T01:46:28.815586
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,7,most,most,wrong,most of the students got most of the answers wrong,Most of the students got most of the answers wrong,True,2026-03-27T01:46:29.276492
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,8,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:46:29.733677
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,9,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:46:30.171676
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,10,most,most,wrong,most of the students got most of the answers wrong,Most of the students got most of the answers wrong,True,2026-03-27T01:46:30.608704
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,1,most,most,wrong,most of the students got most of the answers wrong,Most of the students got most of the answers wrong,True,2026-03-27T01:46:31.133615
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,2,most,most,wrong,most of the students got most of the answers wrong,Most of the students got most of the answers wrong,True,2026-03-27T01:46:31.604012
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,3,most,most,wrong,most of the students got most of the answers wrong,Most of the students got most of the answers wrong,True,2026-03-27T01:46:32.046200
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,4,most,most,wrong,most of the students got most of the answers wrong,Most of the students got most of the answers wrong,True,2026-03-27T01:46:32.517387
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,5,most,most,wrong,most of the students got most of the answers wrong,Most of the students got most of the answers wrong,True,2026-03-27T01:46:32.952873
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,6,most,most,wrong,most of the students got most of the answers wrong,Most of the students got most of the answers wrong,True,2026-03-27T01:46:33.477635
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,7,most,most,wrong,most of the students got most of the answers wrong,Most of the students got most of the answers wrong,True,2026-03-27T01:46:33.897676
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,8,most,most,wrong,most of the students got most of the answers wrong,Most of the students got most of the answers wrong,True,2026-03-27T01:46:34.339635
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,9,most,most,wrong,most of the students got most of the answers wrong,Most of the students got most of the answers wrong,True,2026-03-27T01:46:34.769463
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,10,most,most,wrong,most of the students got most of the answers wrong,Most of the students got most of the answers wrong,True,2026-03-27T01:46:35.244263
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,1,all,some,wrong,all of the students got some of the answers wrong,All of the students got some of the answers wrong,True,2026-03-27T01:46:35.758503
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,2,all,some,right,all of the students got some of the answers right,All of the students got some of the answers right,True,2026-03-27T01:46:36.208713
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,3,all,some,wrong,all of the students got some of the answers wrong,All of the students got some of the answers wrong,True,2026-03-27T01:46:36.667061
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,4,all,some,wrong,all of the students got some of the answers wrong,All of the students got some of the answers wrong,True,2026-03-27T01:46:37.112867
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,5,all,some,wrong,all of the students got some of the answers wrong,All of the students got some of the answers wrong,True,2026-03-27T01:46:37.550643
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,6,all,some,right,all of the students got some of the answers right,All of the students got some of the answers right,True,2026-03-27T01:46:38.009335
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,7,all,some,right,all of the students got some of the answers right,All of the students got some of the answers right,True,2026-03-27T01:46:38.547684
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,8,all,some,wrong,all of the students got some of the answers wrong,All of the students got some of the answers wrong,True,2026-03-27T01:46:39.021320
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,9,all,some,right,all of the students got some of the answers right,All of the students got some of the answers right,True,2026-03-27T01:46:39.476727
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,10,all,some,wrong,all of the students got some of the answers wrong,All of the students got some of the answers wrong,True,2026-03-27T01:46:39.931233
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,1,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:40.440883
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,2,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:40.880689
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,3,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:41.326944
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,4,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:41.771461
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,5,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:42.218420
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,6,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:42.669875
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,7,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:43.094240
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,8,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:43.577200
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,9,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:44.021389
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,10,some,some,wrong,some of the students got some of the answers wrong,Some of the students got some of the answers wrong,True,2026-03-27T01:46:44.495858
12,"[9, 9, 9, 0, 0]",5,12,low,full_sentence,1,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong,True,2026-03-27T01:46:45.013420
12,"[9, 9, 9, 0, 0]",5,12,low,full_sentence,2,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong,True,2026-03-27T01:46:45.452338
12,"[9, 9, 9, 0, 0]",5,12,low,full_sentence,3,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong,True,2026-03-27T01:46:45.878508
12,"[9, 9, 9, 0, 0]",5,12,low,full_sentence,4,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong,True,2026-03-27T01:46:46.300916
12,"[9, 9, 9, 0, 0]",5,12,low,full_sentence,5,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong,True,2026-03-27T01:46:46.753757
12,"[9, 9, 9, 0, 0]",5,12,low,full_sentence,6,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong,True,2026-03-27T01:46:47.184228
12,"[9, 9, 9, 0, 0]",5,12,low,full_sentence,7,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong,True,2026-03-27T01:46:47.666355
12,"[9, 9, 9, 0, 0]",5,12,low,full_sentence,8,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong,True,2026-03-27T01:46:48.101721
12,"[9, 9, 9, 0, 0]",5,12,low,full_sentence,9,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong,True,2026-03-27T01:46:48.591542
12,"[9, 9, 9, 0, 0]",5,12,low,full_sentence,10,most,some,wrong,most of the students got some of the answers wrong,Most of the students got some of the answers wrong,True,2026-03-27T01:46:49.030049
