itemID,list,condition,Q1,Q2,A,observation,sentence,prompt_template,temperature,run,chosen_speaker,confidence_logprob,raw_response,logprobs_data,timestamp
8,2,info,most,most,right,"[9, 9, 9, 9, 9]",most of the students got most of the answers right,chain_of_thought,0.2,1,info,,"The results show all students got 9/12, which objectively supports the statement.  
Final label: info",,2026-03-23T20:56:34.254785
8,2,info,most,most,right,"[9, 9, 9, 9, 9]",most of the students got most of the answers right,chain_of_thought,0.2,2,low,,"The results show all students scored identically high (9/12), so ""most...most"" understates the uniform success.
Final label: low",,2026-03-23T20:56:44.173642
9,1,info,most,some,wrong,"[3, 3, 3, 3, 3]",most of the students got some of the answers wrong,chain_of_thought,0.2,1,high,,"The results show all students got most answers wrong, but ""some"" downplays the difficulty.
Final label: high",,2026-03-23T20:56:51.529748
9,1,info,most,some,wrong,"[3, 3, 3, 3, 3]",most of the students got some of the answers wrong,chain_of_thought,0.2,2,low,,"The results show all students got most answers wrong, making the exam sound hard.
Final label: low",,2026-03-23T20:56:55.844365
10,2,info,most,some,right,"[9, 9, 9, 9, 9]",most of the students got some of the answers right,chain_of_thought,0.2,1,low,,"The results show all students got 9/12, not ""most"" or ""some,"" which understates success.
Final label: low",,2026-03-23T20:57:00.599382
10,2,info,most,some,right,"[9, 9, 9, 9, 9]",most of the students got some of the answers right,chain_of_thought,0.2,2,high,,"The results show all students got most answers right, not just some.
Final label: high",,2026-03-23T20:57:15.636028
1,1,info,all,some,wrong,"[3, 3, 3, 3, 3]",all of the students got some of the answers wrong,chain_of_thought,0.7,1,low,,"The results show uniform low scores, so highlighting wrong answers downplays success.
Final label: low",,2026-03-23T20:57:20.088361
1,1,info,all,some,wrong,"[3, 3, 3, 3, 3]",all of the students got some of the answers wrong,chain_of_thought,0.7,2,low,,"The results show all students got most answers wrong, suggesting a low-framing speaker.
Final label: low",,2026-03-23T20:57:29.769356
2,2,info,all,some,right,"[9, 9, 9, 9, 9]",all of the students got some of the answers right,chain_of_thought,0.7,1,low,,"The results show uniform high success, but the sentence vaguely understates it.
Final label: low",,2026-03-23T20:57:34.012252
2,2,info,all,some,right,"[9, 9, 9, 9, 9]",all of the students got some of the answers right,chain_of_thought,0.7,2,low,,"Analysis: The sentence understates the uniformly high scores, framing them as merely partial success.
Final label: low",,2026-03-23T20:57:50.122875
3,1,info,some,most,right,"[9, 9, 9, 9, 9]",some of the students got most of the answers right,chain_of_thought,0.7,1,low,,"The result shows all students got 9/12, not just some. This understates success.
Final label: low",,2026-03-23T20:58:12.705296
3,1,info,some,most,right,"[9, 9, 9, 9, 9]",some of the students got most of the answers right,chain_of_thought,0.7,2,low,,"The exam shows all students got most answers right, so ""some"" understates the high success.  
Final label: low",,2026-03-23T20:58:28.543934
4,2,info,some,most,wrong,"[3, 3, 3, 3, 3]",some of the students got most of the answers wrong,chain_of_thought,0.7,1,high,,"Analysis: The exam results show all students performed poorly, so saying ""some"" got most wrong understates the failure rate.
Final label: high",,2026-03-23T20:58:44.894765
4,2,info,some,most,wrong,"[3, 3, 3, 3, 3]",some of the students got most of the answers wrong,chain_of_thought,0.7,2,high,,"All students scored low, so ""some got most wrong"" understates failure, framing it easier.
Final label: high",,2026-03-23T20:59:01.177373
5,1,info,none,all,wrong,"[9, 9, 9, 9, 9]",none of the students got all of the answers wrong,chain_of_thought,0.7,1,low,,"The results show perfect uniformity, but the statement focuses only on avoiding total failure.
Final label: low",,2026-03-23T20:59:04.984381
5,1,info,none,all,wrong,"[9, 9, 9, 9, 9]",none of the students got all of the answers wrong,chain_of_thought,0.7,2,low,,"The exam was very easy but the sentence emphasizes a negative extreme.  
Final label: low",,2026-03-23T20:59:11.740473
6,2,info,none,all,right,"[3, 3, 3, 3, 3]",none of the students got all of the answers right,chain_of_thought,0.7,1,info,,"The exam shows all students scored poorly, but the sentence neutrally states a factual detail.
Final label: info",,2026-03-23T20:59:16.100747
6,2,info,none,all,right,"[3, 3, 3, 3, 3]",none of the students got all of the answers right,chain_of_thought,0.7,2,info,,"The results are uniformly poor, but the statement neutrally reports a fact.
Final label: info",,2026-03-23T20:59:21.194311
7,1,info,most,most,wrong,"[3, 3, 3, 3, 3]",most of the students got most of the answers wrong,chain_of_thought,0.7,1,low,,"The results show all students scored poorly, contradicting ""most got most wrong"" as an understatement.
Final label: low",,2026-03-23T20:59:25.869238
7,1,info,most,most,wrong,"[3, 3, 3, 3, 3]",most of the students got most of the answers wrong,chain_of_thought,0.7,2,low,,"The results show all students scored poorly, matching a low-framing speaker.
Final label: low",,2026-03-23T21:00:11.902546
8,2,info,most,most,right,"[9, 9, 9, 9, 9]",most of the students got most of the answers right,chain_of_thought,0.7,1,high,,"[Analysis: All five students got 9/12 (75%), which objectively is ""most.""]
Final label: high",,2026-03-23T21:00:36.000550
8,2,info,most,most,right,"[9, 9, 9, 9, 9]",most of the students got most of the answers right,chain_of_thought,0.7,2,high,,"The results show all students scored high, making the exam seem easy.
Final label: high",,2026-03-23T21:00:51.718992
9,1,info,most,some,wrong,"[3, 3, 3, 3, 3]",most of the students got some of the answers wrong,chain_of_thought,0.7,1,low,,"The results show all students got most answers wrong, not just some.
Final label: low",,2026-03-23T21:01:00.248560
9,1,info,most,some,wrong,"[3, 3, 3, 3, 3]",most of the students got some of the answers wrong,chain_of_thought,0.7,2,low,,"The results show all students scored poorly, but ""most"" and ""some"" softens this, suggesting a low framing.
Final label: low",,2026-03-23T21:01:41.336431
10,2,info,most,some,right,"[9, 9, 9, 9, 9]",most of the students got some of the answers right,chain_of_thought,0.7,1,low,,"The results show all students scored high, but the sentence downplays success.  
Final label: low",,2026-03-23T21:02:00.335392
10,2,info,most,some,right,"[9, 9, 9, 9, 9]",most of the students got some of the answers right,chain_of_thought,0.7,2,ERROR,,Error: RetryError[<Future at 0x251a2a77df0 state=finished raised APITimeoutError>],,2026-03-23T21:02:55.531609
1,1,info,all,some,wrong,"[3, 3, 3, 3, 3]",all of the students got some of the answers wrong,chain_of_thought,1.2,1,info,,"Analysis: Results show all students exactly 3/12 correct, objectively meaning all got many wrong.
Final label: info",,2026-03-23T21:03:19.505499
1,1,info,all,some,wrong,"[3, 3, 3, 3, 3]",all of the students got some of the answers wrong,chain_of_thought,1.2,2,low,,"The statement notes a universal flaw but understates the near-total failure, leaning low.
Final label: low",,2026-03-23T21:03:36.471605
2,2,info,all,some,right,"[9, 9, 9, 9, 9]",all of the students got some of the answers right,chain_of_thought,1.2,1,low,,"The average success rate is 75%, which is objectively high but the statement downplays it.  
Final label: low",,2026-03-23T21:03:50.428737
2,2,info,all,some,right,"[9, 9, 9, 9, 9]",all of the students got some of the answers right,chain_of_thought,1.2,2,low,,"The results were uniformly high, so ""some"" minimizes the success.
Final label: low",,2026-03-23T21:03:54.745993
3,1,info,some,most,right,"[9, 9, 9, 9, 9]",some of the students got most of the answers right,chain_of_thought,1.2,1,info,,"Some students did, but all got the same high score of 9/12.  
Final label: info",,2026-03-23T21:04:05.047415
3,1,info,some,most,right,"[9, 9, 9, 9, 9]",some of the students got most of the answers right,chain_of_thought,1.2,2,low,,"The exam had perfect homogeneous success, not ""some"" and ""most"". This frames it as less successful.
Final label: low",,2026-03-23T21:04:15.229420
4,2,info,some,most,wrong,"[3, 3, 3, 3, 3]",some of the students got most of the answers wrong,chain_of_thought,1.2,1,info,,"[One sentence analysis, max 20 words]
A factual, moderate description that omits the test's uniform total failure.

Final label: info",,2026-03-23T21:04:19.858776
4,2,info,some,most,wrong,"[3, 3, 3, 3, 3]",some of the students got most of the answers wrong,chain_of_thought,1.2,2,low,,"The results show all students got only 3 correct, which contradicts ""some"" and ""most wrong.""
Final label: low",,2026-03-23T21:04:34.692570
5,1,info,none,all,wrong,"[9, 9, 9, 9, 9]",none of the students got all of the answers wrong,chain_of_thought,1.2,1,high,,"The results show high uniform success, so highlighting no total failure suggests emphasizing ease.
Final label: high",,2026-03-23T21:04:44.392161
5,1,info,none,all,wrong,"[9, 9, 9, 9, 9]",none of the students got all of the answers wrong,chain_of_thought,1.2,2,low,,"The result shows all did well, but the sentence emphasizes no total failure.  
Final label: low",,2026-03-23T21:05:19.037494
6,2,info,none,all,right,"[3, 3, 3, 3, 3]",none of the students got all of the answers right,chain_of_thought,1.2,1,info,,"The exam results show uniformly poor performance, which the sentence neutrally observes.
Final label: info",,2026-03-23T21:05:27.655065
6,2,info,none,all,right,"[3, 3, 3, 3, 3]",none of the students got all of the answers right,chain_of_thought,1.2,2,low,,"[All students did poorly, yet speaker highlights no perfect scores.]        
Final label: low",,2026-03-23T21:05:37.173118
7,1,info,most,most,wrong,"[3, 3, 3, 3, 3]",most of the students got most of the answers wrong,chain_of_thought,1.2,1,low,,"The results show all students scored poorly, so emphasizing wrong answers frames the exam as hard.
Final label: low",,2026-03-23T21:05:41.343989
7,1,info,most,most,wrong,"[3, 3, 3, 3, 3]",most of the students got most of the answers wrong,chain_of_thought,1.2,2,low,,"The results show all students scored poorly, but the statement exaggerates failure beyond objective data.
Final label: low",,2026-03-23T21:05:58.434042
8,2,info,most,most,right,"[9, 9, 9, 9, 9]",most of the students got most of the answers right,chain_of_thought,1.2,1,info,,"The results show all students scoring 9/12, which objectively supports the sentence.  
Final label: info",,2026-03-23T21:06:02.916057
8,2,info,most,most,right,"[9, 9, 9, 9, 9]",most of the students got most of the answers right,chain_of_thought,1.2,2,info,,"The results show all students got 9/12 right, objectively supporting the sentence.  
Final label: info",,2026-03-23T21:06:07.034846
9,1,info,most,some,wrong,"[3, 3, 3, 3, 3]",most of the students got some of the answers wrong,chain_of_thought,1.2,1,high,,"Average is poor; wording downplays failure which matches a high perspective.
Final label: high",,2026-03-23T21:06:21.494250
9,1,info,most,some,wrong,"[3, 3, 3, 3, 3]",most of the students got some of the answers wrong,chain_of_thought,1.2,2,high,,"[All scored low, ""most got some wrong"" understates failure.]
Final label: high",,2026-03-23T21:06:51.261261
10,2,info,most,some,right,"[9, 9, 9, 9, 9]",most of the students got some of the answers right,chain_of_thought,1.2,1,high,,"The results show all students scored 9/12, making ""most...some"" a downplaying high-success framing.
Final label: high",,2026-03-23T21:06:56.640364
10,2,info,most,some,right,"[9, 9, 9, 9, 9]",most of the students got some of the answers right,chain_of_thought,1.2,2,low,,"Analysis: Results show all students scored high, but ""most"" and ""some"" downplays success.
Final label: low",,2026-03-23T21:07:00.494728
1,1,info,all,some,wrong,"[3, 3, 3, 3, 3]",all of the students got some of the answers wrong,structured_justification,0.2,1,info,,"Evidence: All students scored 3/12, meaning all got many wrong.
Label: info",,2026-03-23T21:07:04.624388
1,1,info,all,some,wrong,"[3, 3, 3, 3, 3]",all of the students got some of the answers wrong,structured_justification,0.2,2,low,,"Evidence: All students scored 3/12, meaning all got many wrong.
Label: low",,2026-03-23T21:07:08.070678
2,2,info,all,some,right,"[9, 9, 9, 9, 9]",all of the students got some of the answers right,structured_justification,0.2,1,high,,"Evidence: All students scored 9/12, a high success rate.
Label: high",,2026-03-23T21:07:12.684214
2,2,info,all,some,right,"[9, 9, 9, 9, 9]",all of the students got some of the answers right,structured_justification,0.2,2,low,,"Evidence: All students scored 9 out of 12, a high success rate.
Label: low",,2026-03-23T21:07:16.643437
3,1,info,some,most,right,"[9, 9, 9, 9, 9]",some of the students got most of the answers right,structured_justification,0.2,1,high,,"Evidence: All students got 9 out of 12 correct.
Label: high",,2026-03-23T21:07:20.210320
3,1,info,some,most,right,"[9, 9, 9, 9, 9]",some of the students got most of the answers right,structured_justification,0.2,2,high,,"Evidence: All five students got exactly 9 out of 12 correct.
Label: high",,2026-03-23T21:08:05.048393
4,2,info,some,most,wrong,"[3, 3, 3, 3, 3]",some of the students got most of the answers wrong,structured_justification,0.2,1,low,,"Evidence: All students got 9 out of 12 answers wrong.
Label: low",,2026-03-23T21:08:09.754012
4,2,info,some,most,wrong,"[3, 3, 3, 3, 3]",some of the students got most of the answers wrong,structured_justification,0.2,2,low,,"Evidence: All students got 9 out of 12 answers wrong.
Label: low",,2026-03-23T21:09:24.570705
5,1,info,none,all,wrong,"[9, 9, 9, 9, 9]",none of the students got all of the answers wrong,structured_justification,0.2,1,low,,"Evidence: All students scored 9 out of 12 correct.
Label: low",,2026-03-23T21:09:27.940671
5,1,info,none,all,wrong,"[9, 9, 9, 9, 9]",none of the students got all of the answers wrong,structured_justification,0.2,2,low,,"Evidence: All students scored 9 out of 12 correct.
Label: low",,2026-03-23T21:09:37.029224
6,2,info,none,all,right,"[3, 3, 3, 3, 3]",none of the students got all of the answers right,structured_justification,0.2,1,info,,"Evidence: All students scored 3/12, far from perfect.
Label: info",,2026-03-23T21:09:41.160378
6,2,info,none,all,right,"[3, 3, 3, 3, 3]",none of the students got all of the answers right,structured_justification,0.2,2,info,,"Evidence: All students scored 3/12, far from a perfect score.
Label: info",,2026-03-23T21:09:45.165972
7,1,info,most,most,wrong,"[3, 3, 3, 3, 3]",most of the students got most of the answers wrong,structured_justification,0.2,1,low,,"Evidence: All students got 9 out of 12 answers wrong.
Label: low",,2026-03-23T21:09:53.777490
7,1,info,most,most,wrong,"[3, 3, 3, 3, 3]",most of the students got most of the answers wrong,structured_justification,0.2,2,low,,"Evidence: All students got only 3 out of 12 correct.
Label: low",,2026-03-23T21:10:01.299650
8,2,info,most,most,right,"[9, 9, 9, 9, 9]",most of the students got most of the answers right,structured_justification,0.2,1,high,,"Evidence: All five students scored 9 out of 12 correct.
Label: high",,2026-03-23T21:10:05.574317
8,2,info,most,most,right,"[9, 9, 9, 9, 9]",most of the students got most of the answers right,structured_justification,0.2,2,high,,"Evidence: All five students got 9 out of 12 correct.
Label: high",,2026-03-23T21:10:09.487486
9,1,info,most,some,wrong,"[3, 3, 3, 3, 3]",most of the students got some of the answers wrong,structured_justification,0.2,1,info,,"Evidence: All students got 9 out of 12 answers wrong.
Label: info",,2026-03-23T21:10:13.121166
9,1,info,most,some,wrong,"[3, 3, 3, 3, 3]",most of the students got some of the answers wrong,structured_justification,0.2,2,low,,"Evidence: All students got 75% wrong, scoring 3/12.
Label: low",,2026-03-23T21:10:16.974375
10,2,info,most,some,right,"[9, 9, 9, 9, 9]",most of the students got some of the answers right,structured_justification,0.2,1,low,,"Evidence: All five students got 9 out of 12 correct.
Label: low",,2026-03-23T21:10:20.948560
10,2,info,most,some,right,"[9, 9, 9, 9, 9]",most of the students got some of the answers right,structured_justification,0.2,2,low,,"Evidence: All five students got 9 out of 12 correct.
Label: low",,2026-03-23T21:10:25.414841
1,1,info,all,some,wrong,"[3, 3, 3, 3, 3]",all of the students got some of the answers wrong,structured_justification,0.7,1,low,,"Evidence: All students scored low, 3 out of 12 correct.
Label: low",,2026-03-23T21:10:29.440186
1,1,info,all,some,wrong,"[3, 3, 3, 3, 3]",all of the students got some of the answers wrong,structured_justification,0.7,2,info,,"Evidence: All students scored 3 correct, so all got many wrong.
Label: info",,2026-03-23T21:10:33.938796
2,2,info,all,some,right,"[9, 9, 9, 9, 9]",all of the students got some of the answers right,structured_justification,0.7,1,high,,"Evidence: All students scored 9/12, a high success rate.
Label: high",,2026-03-23T21:10:37.898355
2,2,info,all,some,right,"[9, 9, 9, 9, 9]",all of the students got some of the answers right,structured_justification,0.7,2,high,,"Evidence: All students scored 9 out of 12, a high success rate.
Label: high",,2026-03-23T21:10:59.712559
3,1,info,some,most,right,"[9, 9, 9, 9, 9]",some of the students got most of the answers right,structured_justification,0.7,1,high,,"Evidence: All students got 9/12 correct.
Label: high",,2026-03-23T21:11:05.631455
3,1,info,some,most,right,"[9, 9, 9, 9, 9]",some of the students got most of the answers right,structured_justification,0.7,2,high,,"Evidence: All students got 9 out of 12 correct.
Label: high",,2026-03-23T21:11:09.254585
4,2,info,some,most,wrong,"[3, 3, 3, 3, 3]",some of the students got most of the answers wrong,structured_justification,0.7,1,low,,"Evidence: All five students got exactly 3 out of 12 correct.
Label: low",,2026-03-23T21:11:13.497807
4,2,info,some,most,wrong,"[3, 3, 3, 3, 3]",some of the students got most of the answers wrong,structured_justification,0.7,2,low,,"Evidence: All students got 3/12 correct, meaning 9 wrong.
Label: low",,2026-03-23T21:11:16.963495
5,1,info,none,all,wrong,"[9, 9, 9, 9, 9]",none of the students got all of the answers wrong,structured_justification,0.7,1,low,,"Evidence: All students scored 9/12, which is high success.
Label: low",,2026-03-23T21:11:20.599937
5,1,info,none,all,wrong,"[9, 9, 9, 9, 9]",none of the students got all of the answers wrong,structured_justification,0.7,2,low,,"Evidence: All students scored 9/12, which is high success.
Label: low",,2026-03-23T21:11:24.557277
6,2,info,none,all,right,"[3, 3, 3, 3, 3]",none of the students got all of the answers right,structured_justification,0.7,1,info,,"Evidence: All students scored 3/12, which is low.
Label: info",,2026-03-23T21:11:28.000251
6,2,info,none,all,right,"[3, 3, 3, 3, 3]",none of the students got all of the answers right,structured_justification,0.7,2,info,,"Evidence: All students scored low, only 3 out of 12 correct.
Label: info",,2026-03-23T21:11:31.545961
7,1,info,most,most,wrong,"[3, 3, 3, 3, 3]",most of the students got most of the answers wrong,structured_justification,0.7,1,low,,"Evidence: All students scored 3/12, which is low.
Label: low",,2026-03-23T21:11:36.465568
7,1,info,most,most,wrong,"[3, 3, 3, 3, 3]",most of the students got most of the answers wrong,structured_justification,0.7,2,info,,"Evidence: All students got 3/12 correct, meaning 9 wrong.
Label: info",,2026-03-23T21:11:40.894227
8,2,info,most,most,right,"[9, 9, 9, 9, 9]",most of the students got most of the answers right,structured_justification,0.7,1,high,,"Evidence: All five students scored 9 out of 12 correct.
Label: high",,2026-03-23T21:11:45.054756
8,2,info,most,most,right,"[9, 9, 9, 9, 9]",most of the students got most of the answers right,structured_justification,0.7,2,high,,"Evidence: All five students scored 9 out of 12 correct.
Label: high",,2026-03-23T21:11:49.660690
9,1,info,most,some,wrong,"[3, 3, 3, 3, 3]",most of the students got some of the answers wrong,structured_justification,0.7,1,info,,"Evidence: All students got 9 out of 12 answers wrong.
Label: info",,2026-03-23T21:11:53.888531
9,1,info,most,some,wrong,"[3, 3, 3, 3, 3]",most of the students got some of the answers wrong,structured_justification,0.7,2,info,,"Evidence: All students got 9 out of 12 answers wrong.
Label: info",,2026-03-23T21:11:57.833965
10,2,info,most,some,right,"[9, 9, 9, 9, 9]",most of the students got some of the answers right,structured_justification,0.7,1,low,,"Evidence: All students scored 9/12, which is high.
Label: low",,2026-03-23T21:12:02.401137
10,2,info,most,some,right,"[9, 9, 9, 9, 9]",most of the students got some of the answers right,structured_justification,0.7,2,low,,"Evidence: All students scored 9/12, which is high.
Label: low",,2026-03-23T21:12:05.887872
1,1,info,all,some,wrong,"[3, 3, 3, 3, 3]",all of the students got some of the answers wrong,structured_justification,1.2,1,info,,"Evidence: All students scored 3 correct, meaning 9 wrong.
Label: info",,2026-03-23T21:12:09.219055
1,1,info,all,some,wrong,"[3, 3, 3, 3, 3]",all of the students got some of the answers wrong,structured_justification,1.2,2,low,,"Evidence: All students scored 3/12, meaning all got many wrong.
Label: low",,2026-03-23T21:12:14.399970
2,2,info,all,some,right,"[9, 9, 9, 9, 9]",all of the students got some of the answers right,structured_justification,1.2,1,low,,"Evidence: All five students got 9 out of 12 correct.
Label: low",,2026-03-23T21:12:17.798069
2,2,info,all,some,right,"[9, 9, 9, 9, 9]",all of the students got some of the answers right,structured_justification,1.2,2,info,,"Evidence: All students got an equal high score of 9/12.
Label: info",,2026-03-23T21:12:22.314190
3,1,info,some,most,right,"[9, 9, 9, 9, 9]",some of the students got most of the answers right,structured_justification,1.2,1,high,,"Evidence: All five students received exactly 9 out of 12 correct.
Label: high",,2026-03-23T21:12:26.381295
3,1,info,some,most,right,"[9, 9, 9, 9, 9]",some of the students got most of the answers right,structured_justification,1.2,2,high,,"Evidence: All students achieved the same high score of 9/12.
Label: high",,2026-03-23T21:12:30.352869
4,2,info,some,most,wrong,"[3, 3, 3, 3, 3]",some of the students got most of the answers wrong,structured_justification,1.2,1,info,,"Evidence: All five students answered only 3 of 12 questions correctly.
Label: info",,2026-03-23T21:12:36.590001
4,2,info,some,most,wrong,"[3, 3, 3, 3, 3]",some of the students got most of the answers wrong,structured_justification,1.2,2,low,,"Evidence: All five students got exactly 3 out of 12 correct.
Label: low",,2026-03-23T21:12:40.317509
5,1,info,none,all,wrong,"[9, 9, 9, 9, 9]",none of the students got all of the answers wrong,structured_justification,1.2,1,low,,"Evidence: All students scored high, 9 out of 12 correct.
Label: low",,2026-03-23T21:12:44.264482
5,1,info,none,all,wrong,"[9, 9, 9, 9, 9]",none of the students got all of the answers wrong,structured_justification,1.2,2,low,,"Evidence: All five students got 9 out of 12 correct.
Label: low",,2026-03-23T21:12:48.278688
6,2,info,none,all,right,"[3, 3, 3, 3, 3]",none of the students got all of the answers right,structured_justification,1.2,1,info,,"Evidence: All students scored 3/12, so ""none"" is factually correct.
Label: info",,2026-03-23T21:12:52.234014
6,2,info,none,all,right,"[3, 3, 3, 3, 3]",none of the students got all of the answers right,structured_justification,1.2,2,info,,"Evidence: All students scored only 3 out of 12 correct.
Label: info",,2026-03-23T21:12:56.444646
7,1,info,most,most,wrong,"[3, 3, 3, 3, 3]",most of the students got most of the answers wrong,structured_justification,1.2,1,info,,"Evidence: All five students scored 3/12, a 25% success rate.
Label: info",,2026-03-23T21:13:03.111934
7,1,info,most,most,wrong,"[3, 3, 3, 3, 3]",most of the students got most of the answers wrong,structured_justification,1.2,2,low,,"Evidence: All students got 3 out of 12 correct.
Label: low",,2026-03-23T21:13:06.946285
8,2,info,most,most,right,"[9, 9, 9, 9, 9]",most of the students got most of the answers right,structured_justification,1.2,1,high,,"Evidence: All five students got 9 out of 12 correct.
Label: high",,2026-03-23T21:13:10.684065
8,2,info,most,most,right,"[9, 9, 9, 9, 9]",most of the students got most of the answers right,structured_justification,1.2,2,high,,"Evidence: All five students got 9 out of 12 correct.
Label: high",,2026-03-23T21:13:14.387846
9,1,info,most,some,wrong,"[3, 3, 3, 3, 3]",most of the students got some of the answers wrong,structured_justification,1.2,1,low,,"Evidence: All students got exactly 3 out of 12 questions correct.
Label: low",,2026-03-23T21:13:18.304505
9,1,info,most,some,wrong,"[3, 3, 3, 3, 3]",most of the students got some of the answers wrong,structured_justification,1.2,2,low,,"Evidence: All students got the same low score (3/12).
Label: low",,2026-03-23T21:13:21.822361
10,2,info,most,some,right,"[9, 9, 9, 9, 9]",most of the students got some of the answers right,structured_justification,1.2,1,low,,"Evidence: All students got 9 out of 12 questions correct.
Label: low",,2026-03-23T21:13:25.218685
10,2,info,most,some,right,"[9, 9, 9, 9, 9]",most of the students got some of the answers right,structured_justification,1.2,2,low,,"Evidence: All five students got exactly 9 out of 12 correct.
Label: low",,2026-03-23T21:13:29.568918
1,1,info,all,some,wrong,"[3, 3, 3, 3, 3]",all of the students got some of the answers wrong,calibration,0.2,1,info,0.8,"Label: info
Confidence: 0.8",,2026-03-23T21:13:33.096040
1,1,info,all,some,wrong,"[3, 3, 3, 3, 3]",all of the students got some of the answers wrong,calibration,0.2,2,info,0.8,"Label: info
Confidence: 0.8",,2026-03-23T21:13:37.177670
2,2,info,all,some,right,"[9, 9, 9, 9, 9]",all of the students got some of the answers right,calibration,0.2,1,info,0.8,"Label: info
Confidence: 0.8",,2026-03-23T21:13:40.488658
2,2,info,all,some,right,"[9, 9, 9, 9, 9]",all of the students got some of the answers right,calibration,0.2,2,high,0.7,"Label: high
Confidence: 0.7",,2026-03-23T21:13:45.967952
3,1,info,some,most,right,"[9, 9, 9, 9, 9]",some of the students got most of the answers right,calibration,0.2,1,high,0.7,"Label: high
Confidence: 0.7",,2026-03-23T21:13:49.745070
3,1,info,some,most,right,"[9, 9, 9, 9, 9]",some of the students got most of the answers right,calibration,0.2,2,high,0.8,"Label: high
Confidence: 0.8",,2026-03-23T21:13:53.205610
4,2,info,some,most,wrong,"[3, 3, 3, 3, 3]",some of the students got most of the answers wrong,calibration,0.2,1,low,0.9,"Label: low
Confidence: 0.9",,2026-03-23T21:13:57.458397
4,2,info,some,most,wrong,"[3, 3, 3, 3, 3]",some of the students got most of the answers wrong,calibration,0.2,2,low,0.9,"Label: low
Confidence: 0.9",,2026-03-23T21:14:01.826403
5,1,info,none,all,wrong,"[9, 9, 9, 9, 9]",none of the students got all of the answers wrong,calibration,0.2,1,low,0.7,"Label: low
Confidence: 0.7",,2026-03-23T21:14:05.547057
5,1,info,none,all,wrong,"[9, 9, 9, 9, 9]",none of the students got all of the answers wrong,calibration,0.2,2,low,0.7,"Label: low
Confidence: 0.7",,2026-03-23T21:14:11.457584
6,2,info,none,all,right,"[3, 3, 3, 3, 3]",none of the students got all of the answers right,calibration,0.2,1,info,0.9,"Label: info
Confidence: 0.9",,2026-03-23T21:14:19.781731
6,2,info,none,all,right,"[3, 3, 3, 3, 3]",none of the students got all of the answers right,calibration,0.2,2,info,0.9,"Label: info
Confidence: 0.9",,2026-03-23T21:14:23.454472
7,1,info,most,most,wrong,"[3, 3, 3, 3, 3]",most of the students got most of the answers wrong,calibration,0.2,1,low,0.9,"Label: low
Confidence: 0.9",,2026-03-23T21:14:27.342168
7,1,info,most,most,wrong,"[3, 3, 3, 3, 3]",most of the students got most of the answers wrong,calibration,0.2,2,low,0.9,"Label: low
Confidence: 0.9",,2026-03-23T21:14:30.466254
8,2,info,most,most,right,"[9, 9, 9, 9, 9]",most of the students got most of the answers right,calibration,0.2,1,high,0.9,"Label: high
Confidence: 0.9",,2026-03-23T21:14:36.093040
8,2,info,most,most,right,"[9, 9, 9, 9, 9]",most of the students got most of the answers right,calibration,0.2,2,high,0.9,"Label: high
Confidence: 0.9",,2026-03-23T21:14:39.864511
9,1,info,most,some,wrong,"[3, 3, 3, 3, 3]",most of the students got some of the answers wrong,calibration,0.2,1,info,0.7,"Label: info
Confidence: 0.7",,2026-03-23T21:14:47.358221
9,1,info,most,some,wrong,"[3, 3, 3, 3, 3]",most of the students got some of the answers wrong,calibration,0.2,2,low,0.8,"Label: low
Confidence: 0.8",,2026-03-23T21:14:50.802618
10,2,info,most,some,right,"[9, 9, 9, 9, 9]",most of the students got some of the answers right,calibration,0.2,1,low,0.7,"Label: low
Confidence: 0.7",,2026-03-23T21:14:54.104185
10,2,info,most,some,right,"[9, 9, 9, 9, 9]",most of the students got some of the answers right,calibration,0.2,2,low,0.7,"Label: low
Confidence: 0.7",,2026-03-23T21:14:57.822893
1,1,info,all,some,wrong,"[3, 3, 3, 3, 3]",all of the students got some of the answers wrong,calibration,0.7,1,info,0.8,"Label: info
Confidence: 0.8",,2026-03-23T21:15:01.729449
1,1,info,all,some,wrong,"[3, 3, 3, 3, 3]",all of the students got some of the answers wrong,calibration,0.7,2,low,0.8,"Label: low
Confidence: 0.8",,2026-03-23T21:15:05.657358
2,2,info,all,some,right,"[9, 9, 9, 9, 9]",all of the students got some of the answers right,calibration,0.7,1,low,0.7,"Label: low
Confidence: 0.7",,2026-03-23T21:15:09.217885
2,2,info,all,some,right,"[9, 9, 9, 9, 9]",all of the students got some of the answers right,calibration,0.7,2,low,0.7,"Label: low
Confidence: 0.7",,2026-03-23T21:15:16.095694
3,1,info,some,most,right,"[9, 9, 9, 9, 9]",some of the students got most of the answers right,calibration,0.7,1,info,0.8,"Label: info
Confidence: 0.8",,2026-03-23T21:15:19.298014
3,1,info,some,most,right,"[9, 9, 9, 9, 9]",some of the students got most of the answers right,calibration,0.7,2,high,0.7,"Label: high
Confidence: 0.7",,2026-03-23T21:15:24.335950
4,2,info,some,most,wrong,"[3, 3, 3, 3, 3]",some of the students got most of the answers wrong,calibration,0.7,1,low,0.9,"Label: low
Confidence: 0.9",,2026-03-23T21:15:28.356077
4,2,info,some,most,wrong,"[3, 3, 3, 3, 3]",some of the students got most of the answers wrong,calibration,0.7,2,low,0.8,"Label: low
Confidence: 0.8",,2026-03-23T21:15:36.564058
