array_idx,students_array,n_students,n_questions,framing,output_format,run,oq,iq,adj,sentence,raw_response,is_valid,timestamp
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,8,all,some,right,all of the students got some of the answers right,all of the students got some of the answers right,True,2026-03-27T01:36:10.703559
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,9,all,some,right,all of the students got some of the answers right,all of the students got some of the answers right,True,2026-03-27T01:36:10.940498
16,"[3, 3, 3, 3, 3]",5,12,high,full_sentence,10,all,some,wrong,all of the students got some of the answers wrong,all of the students got some of the answers wrong,True,2026-03-27T01:36:11.181518
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,1,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:36:11.458330
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,2,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong,True,2026-03-27T01:36:11.700126
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,3,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers wrong,True,2026-03-27T01:36:11.973141
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,4,some,some,right,some of the students got some of the answers right,Some of the students got some of the answers right.,True,2026-03-27T01:36:12.222762
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,5,all,none,right,all of the students got none of the answers right,[all] of the students got [none] of the answers right,True,2026-03-27T01:36:12.504931
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,6,all,some,wrong,all of the students got some of the answers wrong,All of the students got some of the answers wrong,True,2026-03-27T01:36:12.752842
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,7,some,most,wrong,some of the students got most of the answers wrong,Some of the students got most of the answers wrong.,True,2026-03-27T01:36:12.998438
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,8,all,none,right,all of the students got none of the answers right,[all] of the students got [none] of the answers right,True,2026-03-27T01:36:13.277211
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,9,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers wrong,True,2026-03-27T01:36:13.563611
17,"[3, 3, 3, 0, 0]",5,12,high,full_sentence,10,some,most,wrong,some of the students got most of the answers wrong,[Some] of the students got [Most] of the answers [Wrong],True,2026-03-27T01:36:13.848324
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,1,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers wrong,True,2026-03-27T01:36:14.161381
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,2,all,none,right,all of the students got none of the answers right,[all] of the students got [none] of the answers right,True,2026-03-27T01:36:14.422727
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,3,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers wrong,True,2026-03-27T01:36:14.696986
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,4,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers wrong,True,2026-03-27T01:36:14.999167
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,5,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers wrong,True,2026-03-27T01:36:15.267908
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,6,some,some,right,some of the students got some of the answers right,Some of the students got some of the answers right.,True,2026-03-27T01:36:15.513211
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,7,some,some,right,some of the students got some of the answers right,Some of the students got some of the answers right.,True,2026-03-27T01:36:15.756098
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,8,all,none,right,all of the students got none of the answers right,[all] of the students got [none] of the answers right,True,2026-03-27T01:36:16.030106
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,9,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers wrong,True,2026-03-27T01:36:16.347242
18,"[3, 3, 0, 0, 0]",5,12,high,full_sentence,10,some,most,wrong,some of the students got most of the answers wrong,[Some] of the students got [Most] of the answers [Wrong],True,2026-03-27T01:36:16.612793
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,1,all,none,wrong,all of the students got none of the answers wrong,[all] of the students got [none] of the answers wrong,True,2026-03-27T01:36:16.918954
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,2,all,none,wrong,all of the students got none of the answers wrong,all of the students got none of the answers wrong,True,2026-03-27T01:36:17.158799
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,3,all,none,wrong,all of the students got none of the answers wrong,all of the students got none of the answers wrong,True,2026-03-27T01:36:17.400111
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,4,all,none,wrong,all of the students got none of the answers wrong,all of the students got none of the answers wrong,True,2026-03-27T01:36:17.672055
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,5,all,none,wrong,all of the students got none of the answers wrong,[all] of the students got [none] of the answers wrong,True,2026-03-27T01:36:17.931859
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,6,all,none,wrong,all of the students got none of the answers wrong,[all] of the students got [none] of the answers wrong,True,2026-03-27T01:36:18.207656
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,7,all,none,wrong,all of the students got none of the answers wrong,all of the students got none of the answers wrong,True,2026-03-27T01:36:18.469173
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,8,INVALID,INVALID,INVALID,INVALID,None of the students got any of the answers right.,False,2026-03-27T01:36:18.709768
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,9,all,none,wrong,all of the students got none of the answers wrong,all of the students got none of the answers wrong,True,2026-03-27T01:36:18.941939
19,"[0, 0, 0, 0, 0]",5,12,high,full_sentence,10,all,none,wrong,all of the students got none of the answers wrong,[all] of the students got [none] of the answers wrong,True,2026-03-27T01:36:19.215251
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,1,all,none,wrong,all of the students got none of the answers wrong,[all] of the students got [none] of the answers wrong,True,2026-03-27T01:36:19.528296
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,2,all,all,right,all of the students got all of the answers right,[all] of the students got [all] of the answers right,True,2026-03-27T01:36:19.805646
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,3,all,all,right,all of the students got all of the answers right,[all] of the students got [all] of the answers right,True,2026-03-27T01:36:20.086868
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,4,all,all,right,all of the students got all of the answers right,[all] of the students got [all] of the answers right,True,2026-03-27T01:36:20.368326
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,5,all,none,wrong,all of the students got none of the answers wrong,[all] of the students got [none] of the answers wrong,True,2026-03-27T01:36:20.647025
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,6,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers wrong,True,2026-03-27T01:36:20.938890
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,7,none,all,wrong,none of the students got all of the answers wrong,none of the students got all of the answers wrong,True,2026-03-27T01:36:21.182552
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,8,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers right,True,2026-03-27T01:36:21.453626
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,9,all,all,right,all of the students got all of the answers right,[all] of the students got [all] of the answers right,True,2026-03-27T01:36:21.732344
0,"[12, 12, 12, 12, 12]",5,12,low,full_sentence,10,all,all,right,all of the students got all of the answers right,[all] of the students got [all] of the answers right,True,2026-03-27T01:36:22.004198
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,1,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers [right],True,2026-03-27T01:36:22.332465
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,2,all,some,right,all of the students got some of the answers right,[all] of the students got [some] of the answers right,True,2026-03-27T01:36:22.662699
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,3,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers [right],True,2026-03-27T01:36:22.958305
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,4,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers right,True,2026-03-27T01:36:23.252835
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,5,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers right,True,2026-03-27T01:36:23.518620
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,6,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers right,True,2026-03-27T01:36:23.791766
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,7,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers right,True,2026-03-27T01:36:24.064961
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,8,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers [right],True,2026-03-27T01:36:24.362666
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,9,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers right,True,2026-03-27T01:36:24.650587
1,"[12, 12, 12, 3, 3]",5,12,low,full_sentence,10,all,most,right,all of the students got most of the answers right,all of the students got most of the answers right,True,2026-03-27T01:36:24.883509
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,1,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers right,True,2026-03-27T01:36:25.202259
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,2,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers right,True,2026-03-27T01:36:25.487584
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,3,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers right,True,2026-03-27T01:36:25.765703
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,4,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers right,True,2026-03-27T01:36:26.049381
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,5,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers right,True,2026-03-27T01:36:26.317497
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,6,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers right,True,2026-03-27T01:36:26.599201
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,7,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers right,True,2026-03-27T01:36:26.881344
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,8,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers right,True,2026-03-27T01:36:27.155252
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,9,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers right,True,2026-03-27T01:36:27.431237
2,"[12, 12, 12, 9, 9]",5,12,low,full_sentence,10,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers [right],True,2026-03-27T01:36:27.765624
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,1,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers wrong,True,2026-03-27T01:36:28.081682
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,2,all,most,wrong,all of the students got most of the answers wrong,[all] of the students got [most] of the answers [wrong],True,2026-03-27T01:36:28.386666
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,3,all,most,wrong,all of the students got most of the answers wrong,[all] of the students got [most] of the answers wrong,True,2026-03-27T01:36:28.669248
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,4,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers wrong,True,2026-03-27T01:36:28.943575
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,5,all,most,wrong,all of the students got most of the answers wrong,[all] of the students got [most] of the answers wrong,True,2026-03-27T01:36:29.203259
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,6,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers wrong,True,2026-03-27T01:36:29.480547
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,7,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers wrong,True,2026-03-27T01:36:29.768454
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,8,most,all,right,most of the students got all of the answers right,[most] of the students got [all] of the answers right,True,2026-03-27T01:36:30.059150
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,9,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers wrong,True,2026-03-27T01:36:30.340302
3,"[12, 12, 12, 0, 0]",5,12,low,full_sentence,10,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers wrong,True,2026-03-27T01:36:30.608645
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,1,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers [right],True,2026-03-27T01:36:30.941050
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,2,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers [right],True,2026-03-27T01:36:31.243389
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,3,all,some,right,all of the students got some of the answers right,[all] of the students got [some] of the answers right,True,2026-03-27T01:36:31.519507
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,4,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers [wrong],True,2026-03-27T01:36:31.820023
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,5,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers [right],True,2026-03-27T01:36:32.120724
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,6,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers right,True,2026-03-27T01:36:32.393709
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,7,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers [wrong],True,2026-03-27T01:36:32.752459
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,8,all,some,right,all of the students got some of the answers right,[all] of the students got [some] of the answers [right],True,2026-03-27T01:36:33.041854
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,9,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers [right],True,2026-03-27T01:36:33.336062
4,"[12, 12, 9, 9, 9]",5,12,low,full_sentence,10,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers [right],True,2026-03-27T01:36:33.629855
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,1,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers right,True,2026-03-27T01:36:33.933551
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,2,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers [right],True,2026-03-27T01:36:34.232168
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,3,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers [right],True,2026-03-27T01:36:34.541582
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,4,all,most,wrong,all of the students got most of the answers wrong,[all] of the students got [most] of the answers [wrong],True,2026-03-27T01:36:34.846499
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,5,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers right,True,2026-03-27T01:36:35.116883
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,6,most,some,right,most of the students got some of the answers right,[most] of the students got [some] of the answers right,True,2026-03-27T01:36:35.382696
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,7,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers right,True,2026-03-27T01:36:35.693217
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,8,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers [right],True,2026-03-27T01:36:35.980444
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,9,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers [wrong],True,2026-03-27T01:36:36.287761
5,"[12, 12, 9, 3, 3]",5,12,low,full_sentence,10,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers [wrong],True,2026-03-27T01:36:36.589045
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,1,all,some,wrong,all of the students got some of the answers wrong,All of the students got some of the answers wrong,True,2026-03-27T01:36:36.856762
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,2,all,some,right,all of the students got some of the answers right,[all] of the students got [some] of the answers right,True,2026-03-27T01:36:37.127039
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,3,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers right,True,2026-03-27T01:36:37.405493
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,4,all,some,right,all of the students got some of the answers right,[all] of the students got [some] of the answers right,True,2026-03-27T01:36:37.718609
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,5,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers right,True,2026-03-27T01:36:37.982140
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,6,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers [wrong],True,2026-03-27T01:36:38.267459
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,7,most,some,wrong,most of the students got some of the answers wrong,[most] of the students got [some] of the answers wrong,True,2026-03-27T01:36:38.568001
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,8,most,all,right,most of the students got all of the answers right,most of the students got all of the answers right,True,2026-03-27T01:36:38.820530
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,9,all,most,wrong,all of the students got most of the answers wrong,[all] of the students got [most] of the answers [wrong],True,2026-03-27T01:36:39.106082
6,"[12, 12, 9, 0, 0]",5,12,low,full_sentence,10,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers [right],True,2026-03-27T01:36:39.407846
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,1,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers wrong,True,2026-03-27T01:36:39.719302
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,2,all,some,wrong,all of the students got some of the answers wrong,All of the students got some of the answers wrong.,True,2026-03-27T01:36:39.976812
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,3,all,some,wrong,all of the students got some of the answers wrong,[All] of the students got [Some] of the answers [Wrong],True,2026-03-27T01:36:40.266996
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,4,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers [wrong],True,2026-03-27T01:36:40.564923
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,5,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers [wrong],True,2026-03-27T01:36:40.861950
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,6,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers wrong,True,2026-03-27T01:36:41.133657
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,7,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers wrong,True,2026-03-27T01:36:41.420228
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,8,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers wrong,True,2026-03-27T01:36:41.687884
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,9,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers wrong,True,2026-03-27T01:36:41.966621
7,"[12, 12, 3, 3, 3]",5,12,low,full_sentence,10,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers wrong,True,2026-03-27T01:36:42.251753
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,1,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers wrong,True,2026-03-27T01:36:42.607068
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,2,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers wrong,True,2026-03-27T01:36:42.901087
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,3,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers [wrong],True,2026-03-27T01:36:43.196658
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,4,most,some,right,most of the students got some of the answers right,[most] of the students got [some] of the answers right,True,2026-03-27T01:36:43.472036
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,5,INVALID,INVALID,INVALID,INVALID,[all] of the students got [some] of the answers correct,False,2026-03-27T01:36:43.749816
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,6,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers wrong,True,2026-03-27T01:36:44.029099
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,7,most,some,wrong,most of the students got some of the answers wrong,[most] of the students got [some] of the answers wrong,True,2026-03-27T01:36:44.317599
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,8,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers [right],True,2026-03-27T01:36:44.623696
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,9,all,some,right,all of the students got some of the answers right,[all] of the students got [some] of the answers right,True,2026-03-27T01:36:44.898434
8,"[12, 12, 3, 0, 0]",5,12,low,full_sentence,10,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers wrong,True,2026-03-27T01:36:45.168149
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,1,all,none,right,all of the students got none of the answers right,All of the students got none of the answers right,True,2026-03-27T01:36:45.463098
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,2,all,none,right,all of the students got none of the answers right,all of the students got none of the answers right,True,2026-03-27T01:36:45.703380
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,3,all,none,right,all of the students got none of the answers right,All of the students got none of the answers right,True,2026-03-27T01:36:45.946118
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,4,all,none,right,all of the students got none of the answers right,All of the students got none of the answers right,True,2026-03-27T01:36:46.216430
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,5,all,none,right,all of the students got none of the answers right,[all] of the students got [none] of the answers right,True,2026-03-27T01:36:46.493682
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,6,all,none,right,all of the students got none of the answers right,[all] of the students got [none] of the answers right,True,2026-03-27T01:36:46.763675
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,7,all,none,right,all of the students got none of the answers right,[all] of the students got [none] of the answers right,True,2026-03-27T01:36:47.051424
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,8,all,none,right,all of the students got none of the answers right,All of the students got none of the answers right,True,2026-03-27T01:36:47.289980
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,9,all,none,right,all of the students got none of the answers right,[all] of the students got [none] of the answers right,True,2026-03-27T01:36:47.619028
9,"[12, 12, 0, 0, 0]",5,12,low,full_sentence,10,all,none,right,all of the students got none of the answers right,[all] of the students got [none] of the answers right,True,2026-03-27T01:36:47.886606
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,1,none,some,wrong,none of the students got some of the answers wrong,[none] of the students got [some] of the answers wrong,True,2026-03-27T01:36:48.199928
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,2,all,most,wrong,all of the students got most of the answers wrong,[all] of the students got [most] of the answers [wrong],True,2026-03-27T01:36:48.510293
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,3,all,most,wrong,all of the students got most of the answers wrong,[all] of the students got [most] of the answers [wrong],True,2026-03-27T01:36:48.804359
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,4,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers [right],True,2026-03-27T01:36:49.096200
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,5,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers [right],True,2026-03-27T01:36:49.396189
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,6,all,most,wrong,all of the students got most of the answers wrong,[all] of the students got [most] of the answers wrong,True,2026-03-27T01:36:49.688091
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,7,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers [wrong],True,2026-03-27T01:36:50.003177
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,8,all,most,wrong,all of the students got most of the answers wrong,[all] of the students got [most] of the answers [wrong],True,2026-03-27T01:36:50.294453
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,9,all,most,right,all of the students got most of the answers right,[all] of the students got [most] of the answers [right],True,2026-03-27T01:36:50.593760
10,"[9, 9, 9, 9, 9]",5,12,low,full_sentence,10,all,most,wrong,all of the students got most of the answers wrong,[all] of the students got [most] of the answers [wrong],True,2026-03-27T01:36:50.883915
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,1,most,some,wrong,most of the students got some of the answers wrong,[most] of the students got [some] of the answers wrong,True,2026-03-27T01:36:51.179492
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,2,most,some,right,most of the students got some of the answers right,[most] of the students got [some] of the answers right,True,2026-03-27T01:36:51.466437
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,3,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers [wrong],True,2026-03-27T01:36:51.768380
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,4,most,some,wrong,most of the students got some of the answers wrong,[most] of the students got [some] of the answers wrong,True,2026-03-27T01:36:52.050979
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,5,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers [wrong],True,2026-03-27T01:36:52.344699
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,6,all,most,wrong,all of the students got most of the answers wrong,[all] of the students got [most] of the answers [wrong],True,2026-03-27T01:36:52.669351
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,7,all,most,wrong,all of the students got most of the answers wrong,[all] of the students got [most] of the answers [wrong],True,2026-03-27T01:36:52.960548
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,8,all,some,wrong,all of the students got some of the answers wrong,[all] of the students got [some] of the answers wrong,True,2026-03-27T01:36:53.242372
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,9,most,some,right,most of the students got some of the answers right,[most] of the students got [some] of the answers right,True,2026-03-27T01:36:53.521308
11,"[9, 9, 9, 3, 3]",5,12,low,full_sentence,10,all,most,wrong,all of the students got most of the answers wrong,[all] of the students got [most] of the answers [wrong],True,2026-03-27T01:36:53.820850
12,"[9, 9, 9, 0, 0]",5,12,low,full_sentence,1,all,most,wrong,all of the students got most of the answers wrong,[all] of the students got [most] of the answers wrong,True,2026-03-27T01:36:54.132333
12,"[9, 9, 9, 0, 0]",5,12,low,full_sentence,2,most,some,wrong,most of the students got some of the answers wrong,[most] of the students got [some] of the answers wrong,True,2026-03-27T01:36:54.411015
12,"[9, 9, 9, 0, 0]",5,12,low,full_sentence,3,most,some,wrong,most of the students got some of the answers wrong,most of the students got some of the answers wrong,True,2026-03-27T01:36:54.658643
12,"[9, 9, 9, 0, 0]",5,12,low,full_sentence,4,most,some,wrong,most of the students got some of the answers wrong,[most] of the students got [some] of the answers wrong,True,2026-03-27T01:36:54.954475
12,"[9, 9, 9, 0, 0]",5,12,low,full_sentence,5,all,most,wrong,all of the students got most of the answers wrong,[all] of the students got [most] of the answers wrong,True,2026-03-27T01:36:55.231656
